Sample,NRC,NRC,NRC,Rplp0,Cd84,Ptprc (Cd45),Aif1 (Iba1),Tmem119,Nefl,Syt1,Gabra1,Snap25,Mog,Sox10,Mbp,Aldh1l1,Glt1,Aqp4,Cx30,Nes,Vim,Vim,Vim,Gfap,Gfap,Gfap,Lcn2,Lcn2,Steap4,Steap4,S1pr3,S1pr3,Timp1,Timp1,Hspb1,Hspb1,Cxcl10,Cxcl10,Protein Br,Protein Br,Cp,Cp,Serpina3n,Serpina3n,Aspg,Aspg,Cd44,Cd44,H2-T23,H2-T23,Serping1,Serping1,H2-D1,H2-D1,Iigp1,Iigp1,Gbp2,Gbp2,Fkbp5,Fkbp5,Psmb8,Psmb8,Srgn,Srgn,Amigo2,Amigo2,Ggta1,Ggta1,Fbln5,Fbln5,Ugt1a,Ugt1a,Clcf1,Clcf1,Ptx3,Ptx3,S100a10,S100a10,Sphk1,Sphk1,Cd109,Cd109,Ptgs2,Ptgs2,Emp1,Emp1,Slc10a6,Slc10a6,Tm4sf1,Tm4sf1,B3gnt5,B3gnt5,Cd14,Cd14,Tgm1,Tgm1
Protein A #1,,,,1.073112692,,,0.303617735,,,0.790903434,,1.057876125,,2.242836788,,1.01336109,1.017145156,0.707055643,0.239595905,0.765589267,0.899547276,0.958938333,0.980023373,0.7870747,0.803714746,0.813914058,0.954743206,0.89165485,1.071698394,1.649118215,1.068151693,1.125866855,1.201232511,1.179189293,0.750390015,0.629993605,6.629311338,8.097551874,0.99233152,1.093023133,1.260219105,1.169838547,,,,,,,2.82060578,3.13419367,8.332421797,8.59220057,6.575804996,6.52222306,69.6894693,64.05042909,17.02428937,16.92423006,0.791611663,0.875539742,10.25060168,10.40443658,0.187573943,0.210074849,0.618434002,1.065819802,,,,,,,1.773101684,2.528572837,0.465239515,0.311715125,0.927289705,0.847335959,0.855309809,0.356699378,0.862981269,0.727350915,0.885298252,1.153085162,0.675198037,0.612731198,,,1.254855794,1.414885187,1.072739288,1.052025492,1.212713541,1.477872192,,
Protein A #1,,,,1.071107177,,,0.824205245,,,1.397511983,,1.196367615,,0.910025642,,0.988293821,0.935914727,0.652442571,0.480848831,0.728225795,0.882131816,0.767232456,0.890640852,0.795206019,0.806700371,0.763954385,0.97671588,0.934659207,1.15439548,1.131153865,0.977573365,1.078330541,1.080932995,1.020680304,0.600448923,0.657481079,6.420397077,8.124514475,1.017317841,0.88726718,1.219699672,1.081432243,,,,,,,2.803950403,3.029257383,8.118860804,8.782127387,5.858832421,6.266710205,67.00452964,68.40830691,16.30112774,16.67801035,0.792862897,0.838635112,9.552748403,8.99928329,0.472181348,0.187416353,0.919570737,0.619270218,,,,,,,2.63456851,2.8154111,0.297141805,0.317181179,0.807490584,0.796583177,1.125158581,0.877719956,1.037074572,0.948239922,1.073796114,0.736445746,0.693608312,0.824645608,0.131574067,,1.807714805,1.538287161,1.264897565,1.047764198,0.901461682,1.053273982,,
Protein A #2,,,,0.987129699,,,7.545683972,,,,,0.859186639,,,1.744326774,0.99993704,1.058101933,0.891939938,0.054090893,1.468989303,1.333557906,1.376521984,1.339305452,1.105466694,1.191794741,1.331820418,2.96170901,2.393896496,1.50424846,0.633979439,2.169314982,1.826027078,1.467129718,1.205448479,0.967161471,0.668401082,8.958465274,9.671370931,1.107399904,1.211826815,1.497561368,1.476728284,1.319260717,2.820404192,,,,,3.729995194,3.741578578,7.535635225,8.421077112,8.410128308,7.550221315,147.603785,151.6255171,26.87357982,25.97575815,1.042268697,1.041805899,16.98206366,16.91721429,1.411047308,1.133899824,1.066433692,0.596616591,,,,,,,3.514939043,4.445287682,3.074191192,1.834188354,1.30988983,1.163095095,0.940092846,0.934101494,1.085198868,1.445701158,0.947368041,0.889864196,1.874150597,1.511801887,,,1.644480326,1.732989338,0.80682168,1.081651255,2.620987979,1.593513998,,
Protein A #2,,,,0.830571826,,,6.909793927,,,,,1.219920369,,,1.799154512,1.050736579,1.126559673,1.002412821,1.51595242,1.445598768,1.286252985,1.35039394,1.444775269,1.265690324,1.260748315,1.264702457,2.759198498,2.599728943,0.987524101,0.454354055,1.905451798,2.040217053,1.312767947,1.438556328,0.984324923,1.081048688,8.942168234,9.264575061,1.227357521,1.317347122,1.611712046,1.528472746,2.613855534,2.610229694,,,,,3.7180749,3.769415763,7.421947423,7.452327019,8.129322426,7.879638099,146.3606721,140.6074378,28.34504508,26.11504118,1.069950903,1.104955982,16.98994564,15.78795768,1.095078036,1.059210356,1.008399148,1.005193403,,,,,,,2.999344757,5.497771348,2.23558145,2.834927787,1.190689684,1.200004431,1.676952059,0.693111967,1.306274744,0.933923541,0.914830797,0.585796679,1.630565933,1.961343336,,,1.834161592,2.690503608,0.664758698,0.889846969,2.489929775,2.094672871,,
Protein A #2,,,,1.219687538,,,8.199927916,,,,,0.785973703,,,3.156892605,0.951773246,1.07678038,0.956924697,1.641491665,1.512324782,1.369361539,1.313485315,1.31089711,1.222787925,1.31850183,1.245442955,2.472239729,2.495820318,0.639244542,1.001348461,1.956540157,1.855559679,1.474704219,1.390179932,1.059975932,0.700091937,7.521096702,9.30380833,1.088790085,1.277660594,1.656820218,1.621318394,1.957076606,2.28292398,,,,,3.786148171,4.261754443,6.651452604,7.459952777,8.606602185,8.235990228,150.114055,154.6721272,27.56501001,26.69718675,1.036331187,1.106343175,15.44732782,16.66002998,0.703140894,0.431052343,0.970067303,1.11282067,,,,,,,3.973645849,3.515456682,2.255372768,2.137375619,1.261982755,1.186854619,1.102612348,1.471948388,1.1109115,1.225526866,1.130204573,0.703027299,2.249242379,1.694277432,,,2.121545082,2.219069023,0.850422557,0.517993217,2.538308428,3.130153473,,
Protein A #3,,,,1.213031668,,,0.930945833,,,4.248152627,,1.091379719,,,,0.968860369,0.852163751,0.808789032,1.292519149,0.492223473,0.79635835,0.861996518,0.792942765,1.14469439,1.095557596,1.162662987,2.061494148,1.99769051,3.226250219,1.081455163,1.090708354,1.112297729,1.051641762,1.064632567,0.319634049,0.280238363,7.621131937,7.9864925,1.376515712,1.304837057,1.159608005,1.013506122,,,,,,,2.678229933,2.683755096,4.723387503,6.406133622,8.221759292,7.545574184,70.4817939,70.77517841,12.52326543,13.57283587,0.689347516,0.628091745,9.143620285,8.559487501,1.25468312,1.156885929,0.168924892,0.229850016,,,,,,,1.032901493,1.546753315,1.55197321,1.094101894,0.819957045,0.693891443,2.245074536,1.820913048,1.353646912,1.524899298,0.408928173,0.980594933,0.826863469,1.286110918,,,0.29994298,0.718937731,0.528202454,0.633603854,0.441045548,0.356647775,,
Protein A #3,,,,1.057664887,,,1.0173797,,,1.568570043,,1.183762705,,,,0.98792064,0.842620068,0.87216367,1.758463535,0.619516148,0.787683051,0.866358278,0.841738663,1.006904847,1.235236468,1.18155951,2.378710783,2.017958875,2.870060991,0.189072972,1.032345243,0.946188987,1.247688466,1.300171525,0.347041294,0.271860203,9.448506258,9.289383803,1.403838424,1.097838633,1.156572806,1.226306956,,,,,,,3.183130639,3.074867064,5.170035418,6.639538795,7.967644601,8.075991273,80.68268044,72.19302169,14.38392313,15.44165866,0.644935397,0.751597023,9.804373887,8.772248173,1.086870163,0.780547995,0.293211337,0.5100926,,,,,,,1.707616259,1.690070459,2.168122084,1.228081059,0.799270753,0.801684655,0.47785083,5.441473722,1.348485306,0.997686474,1.298319985,1.216993778,1.219584232,0.812273658,,,1.066046707,1.063564223,0.821180945,0.90370886,0.868716476,0.215870773,,
Protein A #3,,,,0.779434768,,,0.663120905,,,0.717096069,,1.080654524,,,,1.044760511,0.870735156,0.852911511,2.097092797,0.595672343,0.81372655,0.867535295,0.786927978,1.155075181,1.129611466,1.171955628,2.614094695,2.202527239,1.457886463,1.54779842,1.024077978,1.007315198,1.260930288,1.239622394,0.461208863,0.285706818,9.900719109,9.616633958,1.230461051,1.197784948,1.262438508,1.279973212,,,,,,,3.053150204,2.955663931,6.697439336,6.748265506,8.655630427,8.015202014,73.75955526,82.21271079,13.52691591,14.28462207,0.718566959,0.670918172,9.981380808,10.69601648,1.674085936,0.864749101,0.381578334,0.16575691,,,,,,,0.822474452,1.124415337,1.55003125,1.235195622,0.832802937,0.808129373,1.529037603,3.25522502,1.768047348,1.687365411,1.014278472,0.864003846,0.713104469,0.951847896,,,1.01670129,0.921386244,0.699014373,0.37756517,0.758081787,0.495788716,,
Protein B #1,,,,0.942678186,1.326992558,,0.607541877,,,3.080901418,,0.451586753,,,1.728462721,0.943186121,1.743023835,2.585259329,,1.166768783,3.905825534,4.408123018,3.984764254,22.55839462,22.60293284,26.51196029,46.28076872,47.49972938,53.29017574,65.19658725,5.348307453,5.27809713,17.86952476,17.08479531,127.7841876,129.4183793,1.182966354,1.30912549,21.95619141,22.43359516,9.559435753,9.078973791,4879.831327,5657.822429,,,,,0.098398691,0.114760623,70.63843088,70.94507,2.822102752,3.02064317,0.842456932,0.772231104,5.144572399,4.699868743,1.71084329,1.94202874,1.997863281,2.303925838,0.458205714,0.979062237,1.235878876,1.090287433,,,,,,,43.63507358,42.35842873,463.9375227,487.0830636,2.581603462,2.17850858,9.664151179,9.118212785,1.214037901,1.489883252,14.12471802,14.17516809,4.136000678,4.549723748,6.615290742,3.708982433,5.670485029,6.044856435,1.18273697,1.056044177,7.089003493,7.448926344,,
Protein B #1,,,,1.129962849,0.735744752,,0.697531377,,,3.004828707,,0.463475178,,,0.952427904,1.027526681,2.155748661,2.610262822,,1.439714515,5.300358987,5.053740194,4.755142277,26.49993372,26.05565737,25.39797595,54.11249259,50.44849744,68.45222104,66.09414843,6.335525877,6.750017861,18.96666808,18.76471628,146.7142104,138.8909738,1.576955664,1.486263503,25.42590524,26.65783111,10.41914831,8.879898068,5960.082932,6243.047967,,,,,0.110366333,0.136703404,86.41844559,87.12018515,3.256420688,3.447517334,1.164253165,0.790038492,6.149331293,5.538429167,2.239813699,2.077271048,2.109240757,2.347382501,0.67531103,1.040050514,1.794491955,1.408762744,,,,,,,50.66692558,42.91032711,524.6205582,524.5978518,2.26207434,2.386333851,8.277382979,9.654799263,1.654596547,2.027676792,17.04721719,14.45427376,4.911658684,4.435259828,5.442024338,7.628200584,6.382346992,8.127364539,1.886041167,1.616366093,7.551857138,7.09306218,,
Protein B #1,,,,0.93879848,0.797018301,,0.483178335,,,3.255861599,,0.448265923,,,,1.031833184,2.236332452,2.554820959,,1.361681276,4.893187557,4.976689066,4.347833331,25.64208632,24.39346792,27.90129721,47.89750649,47.83561779,56.93675713,62.12138346,5.956844245,5.774972566,17.45406029,17.05854516,137.9854938,135.705286,1.302659967,1.341046155,22.1217968,20.91573125,9.712391523,9.347343138,5554.260785,5563.459841,,,,,0.170232364,0.111555868,81.3035181,81.82252521,3.139762541,2.977629574,1.732909963,0.660321564,5.489349447,4.867368292,2.030272058,2.141484944,2.798635928,2.912120234,1.120782154,1.017434718,1.344668469,0.672563577,,,,,,,45.13794058,50.04498018,470.5644633,494.0353023,2.6031409,2.347932392,11.45435087,5.153175318,2.05897631,1.640961836,14.22748595,14.98020902,5.21661164,4.857374117,6.49533661,3.686987691,5.351460285,5.255665059,1.249864,1.15525704,9.169015782,7.230409782,,
Protein B #2,,,,0.857941795,,,,,,,,0.580648801,,,,1.035985195,1.446275145,1.658175616,,1.131691974,3.631012922,3.978260892,4.045200024,20.24308707,19.77432473,19.97400227,45.48708346,46.1943364,42.0169365,44.16865399,4.387307639,4.636718131,12.62556777,14.31705254,115.0715846,122.178412,1.0995179,1.33318913,17.75631724,17.87244447,7.299094677,7.075696911,4243.087082,4258.368903,,,,,0.258751347,0.231120209,64.01735586,63.53950038,2.845215468,2.903913082,1.054252726,0.569276036,3.867020505,4.503027733,1.305265478,1.484543179,1.414193766,1.70307899,0.263828766,0.88683931,1.055551572,0.676417394,,,1.070707682,,,,24.40626026,26.14356367,367.3133106,396.3999527,1.993599168,1.905565721,9.841179094,9.830832998,1.642757095,1.640336611,16.69772083,16.86857047,4.562102537,4.747725227,4.943014119,1.399154193,4.452287749,4.615326353,2.865939436,1.992105958,8.084697914,7.712929338,,
Protein B #2,,,,1.024744386,,,,,,0.107946843,,0.436414013,,,,0.97003865,1.402902282,1.689315128,,1.154228217,4.17808474,4.436007863,4.323597953,22.20267113,21.38507494,21.01381376,49.03448821,45.97287997,48.08081948,49.70859491,5.489845966,5.170032807,15.15077548,15.10990032,123.3000038,126.1533605,1.250187197,1.176160329,19.19760715,19.30613593,8.581350384,7.949122385,4597.227361,4545.155139,,,,,0.337871203,0.305860675,75.39625012,76.44108591,3.284407392,3.010903705,1.231901491,0.503867812,4.700836173,3.980695968,1.443891293,1.593794591,1.545044843,1.67036372,0.742306656,0.446523629,1.212734316,0.813786824,,,,0.823057577,,,27.74436303,28.84915851,422.6631973,415.0904945,2.264063153,2.072224898,12.94764894,13.34785406,2.130856828,1.885158461,18.43951826,16.01263947,5.209881013,5.491782643,3.714694857,5.887632021,3.813472892,5.124072496,2.319573247,2.909159276,9.474824837,9.455781052,,
Protein B #2,,,,1.137435103,,,,,,0.204847513,,0.483385854,,,,0.99507866,1.423842774,1.741894124,,1.278073649,4.320856039,4.330123104,4.341983615,21.88677246,21.36869547,20.93687962,47.86199213,46.51872501,54.28732641,54.78138027,5.548078765,5.293036324,14.97386976,15.51040338,122.5613959,118.7197068,1.213262254,1.413360818,19.78561821,20.15258953,8.127019853,7.650522427,4734.440404,4568.15373,,,,,0.283466774,0.27289548,74.70701239,73.99280662,3.331093656,3.283293472,1.077587937,0.615575933,4.706119118,4.685858709,1.587197193,1.559195918,2.024293172,1.635278268,0.695468296,0.426428898,0.97509839,0.698209008,,,,1.106684008,,,32.10529123,25.74196206,413.1942379,409.1970797,2.158838169,2.026299043,13.28393752,9.472094499,1.574614516,1.616131223,20.10450886,17.84777737,5.214311575,5.312023062,3.879874158,3.026340118,5.441503979,5.251401445,1.70166846,2.24366598,7.97828339,7.416954773,,
Protein B #3,,,,1.13682154,,,0.179704356,0.665311294,,,,0.389523255,,,0.47254383,0.886871791,1.670029253,1.475796332,,1.031379424,3.675486607,3.677968927,3.810954067,19.16170982,19.34324335,20.34366573,34.50670346,32.8062467,39.22399563,39.28945133,4.531177669,4.221872051,13.93317995,14.52785928,94.79756323,99.82062997,0.406558985,0.369041052,19.08864068,19.31008175,8.055144906,7.645724216,4372.760133,4799.137051,,,,,0.047394669,0.031354306,66.34036302,67.90760299,2.664605606,2.567375981,1.69646915,0.819996654,4.648066344,4.768968918,1.527994872,1.680952105,1.481477827,1.459564791,0.471041464,0.453498789,1.216208376,0.709273259,,,,,,,34.89620309,26.46544953,403.230657,366.9136116,2.022438415,1.882462823,2.782935389,3.615325816,1.737465171,2.263876997,16.87720255,17.71634928,3.860080275,3.678415745,,,9.462998362,9.184794675,1.371515386,1.005320092,6.76818387,6.793655596,,
Protein B #3,,,,0.809047629,,,0.743136255,2.608555914,,,2.961183934,0.626900556,,,0.623181827,1.096463015,2.205772309,2.026622654,,1.460973368,4.080978341,4.722743503,4.202469547,21.99022156,22.19826258,24.91171039,39.2823101,43.04877568,47.24010524,50.47567844,5.162206254,4.773277962,16.51079715,15.59492098,125.7189784,125.9907998,0.412761071,0.403355166,24.17811369,22.5274688,9.528712305,8.595738252,5072.332886,5695.355269,,,,,0.036107118,0.061451652,74.66680369,77.39514548,2.875793938,3.059818806,1.860758499,2.859666211,6.825843971,5.804806675,1.823707952,1.901249313,1.578225657,1.710830532,0.168354781,1.181309829,1.232646038,0.834273758,,,,,,,29.51111924,29.72875822,432.7051757,451.35888,2.524002459,2.197050417,8.535115455,4.088911923,1.889130036,1.678962238,20.92414856,19.68317862,5.172414248,4.651803177,,,10.41732935,10.35474899,1.506953435,1.621081077,7.388320148,6.224577132,,
Protein B #3,,,,1.087260516,,,0.436076945,1.185816235,,,2.749427146,0.54382499,,,,1.028359991,2.067540911,1.745701077,,1.479989429,4.086067852,4.178873329,4.131409509,21.0119327,21.13357933,22.05325771,38.40403645,39.71812055,46.8918888,41.98524643,4.434080012,4.494602379,15.28640795,16.50327162,120.5770353,121.2463997,0.424373029,0.48545508,19.87610016,21.31663264,8.882166815,8.680701575,5079.393912,5350.775847,,,,,0.033501638,0.044057139,85.22470456,69.79747984,2.627484181,2.740746557,2.753237098,2.66163226,5.826988925,5.123829193,1.787624293,1.934870887,1.650151291,1.787288996,0.627011718,0.320460141,1.290417443,1.123814364,,,,,,,31.84239365,30.54749698,425.0321617,418.092543,2.360361813,2.129552191,4.225478098,10.29014563,1.94056763,1.959484947,21.29206497,17.93690335,4.813769865,4.970102119,,,10.34223489,9.821870767,1.657013027,1.4066362,6.86315011,6.596628983,,
Protein C #1,,,,1.227392321,,,0.217663305,0.038456916,,0.166302925,,0.04835428,,,0.113088382,1.032179797,0.830683488,0.882744432,,15.28628398,26.09243983,21.66585172,23.09369283,4.152101706,3.893721963,4.29727494,2.173500674,1.989091664,,,40.63947688,37.39989166,28.44728812,32.08838485,249.9032317,276.2068649,6.716203762,7.279588975,48.70463073,56.20958742,1.683587594,1.783946458,,,,,,,0.27329845,0.32580362,2.740936087,2.473046084,7.287687779,6.450385955,,,6.698536737,8.927079234,10.00385848,9.534798031,2.849974509,2.532203134,1.075484099,1.364730289,8.712797917,9.33714921,,,,20.9456112,,,144.7888902,136.5355037,39.10424656,40.16231014,40.159324,38.57943231,145.802138,138.6290869,30.75372813,25.20748845,12.13385421,12.12845059,87.95281209,90.73934908,28.44338717,27.83544886,3.831015402,3.750757094,20.57666796,16.45474965,3.211505025,2.141224031,,
Protein C #1,,,,0.932954421,,,0.403357442,0.050332464,,0.334299313,,0.106889875,,,0.116540927,0.950639283,0.703518756,0.669181716,,15.60601952,21.96896063,21.00881381,22.26612732,3.968730077,3.798147961,4.00058182,1.837082807,2.25002753,,,37.07793377,38.06133704,30.60686725,29.65055612,233.6553881,251.6612936,6.467691981,7.579549885,48.98173166,51.58742171,1.708805471,1.721728017,,,,,,,0.416406568,0.473700693,1.504999241,1.779542302,6.674481582,6.597134589,,,6.596974489,7.799804717,8.745996999,9.839101197,2.917534723,2.297814625,0.861706257,1.050901302,6.965394513,8.069353789,,,,20.90873456,,,121.9058319,123.4360287,37.77942978,33.72497311,40.94452727,37.58960149,138.7417309,147.4733324,29.04894769,29.46624781,11.42806294,12.25292743,93.65737878,85.28915759,28.71714791,29.44036431,4.166959209,3.845245393,18.29141106,20.86916801,3.093344745,2.244695416,,
Protein C #1,,,,0.873285343,,,0.598249984,0.033633163,,0.37045334,,0.10545562,,,0.312346742,1.019128365,0.614450543,0.708844317,,16.12758028,21.71520485,21.77219766,21.35762236,3.825493524,3.750568503,3.717442053,2.504503503,1.835371442,,,38.25311063,36.20801779,29.29374079,29.35416507,243.1287546,245.6271096,6.68209302,6.816897238,49.46403697,50.91110874,1.770047567,1.635540384,,,,,,,0.402391206,0.333584838,2.516232729,1.742868893,6.289442845,6.091268149,,,7.356310127,7.765260337,9.746248239,10.17326821,2.907791105,2.439008214,0.981660636,0.433085615,10.28564815,7.98939546,,,6.730241785,5.124358701,,,135.6973,116.3329923,40.31390046,31.55045186,38.23851868,37.02947161,140.9836304,144.6057266,26.25792945,28.77025862,12.62885786,13.46141607,85.94309389,86.16784038,34.29393193,28.16471156,4.11442475,3.60006458,18.32885825,18.45668215,3.667036363,3.071310782,,
Protein C #2,,,,0.818576082,,,0.71025561,0.257986275,,0.619304134,,0.05102919,,,0.196792514,0.801778891,0.7208408,0.944488396,0.413506305,17.34422425,21.40880406,21.82545458,21.97006397,3.878360167,4.191246349,4.354429617,3.200431103,2.246435243,3.960784881,1.989070064,36.28620404,38.2717934,30.64759991,30.13614851,267.4373774,259.9244095,6.213629905,6.675933768,57.37547063,54.48154341,2.67642621,2.594177614,6.506210911,8.008803386,,,,,0.662137433,0.539938367,1.977618713,1.885307802,6.693858017,6.539651939,1.228150183,3.804801158,6.99434093,7.926817197,8.523792996,9.561752036,2.397412606,2.944814387,1.313138684,1.894902829,6.679807498,3.479683238,,,,,,,131.3346794,124.3656337,33.2038027,24.75252615,39.80345207,38.05335616,139.4371706,125.1084,37.0610521,28.79268797,45.68362644,43.25126724,96.42839007,91.77592174,20.28829518,44.72762719,4.402464547,4.621207728,11.32562888,13.55552202,4.751747423,5.520230518,,
Protein C #2,,,,0.968313416,,,0.704851131,0.337653388,,0.257216504,,0.075467954,,,0.397584099,1.070189225,0.833732902,1.56221969,0.610829729,17.64235152,22.51587673,23.16787657,22.96035984,4.270254559,3.931915649,4.733743623,2.757530714,2.675071117,2.044824493,2.585440622,39.19163679,39.8108591,31.45563584,32.07389458,285.5647882,268.8783482,6.060114163,7.768726187,59.47250834,59.40832368,2.590955745,2.566268644,4.329162203,10.51270047,,,,,0.449833313,0.589715497,2.86445249,2.664534044,7.005632983,6.752416252,3.811294131,4.255237812,8.145905417,8.930102737,9.680630326,10.22001189,3.412998813,3.862124747,1.513813311,0.677820453,4.966643789,5.29207558,,,,,,,141.1563791,146.3702676,38.72865597,32.40484329,42.10839864,41.73469196,139.728312,142.0108181,39.5036486,40.35611193,52.52738266,45.68839166,103.5889233,97.96213944,43.45815199,33.75016458,3.841917109,4.308288584,12.48039135,14.37156206,5.221654681,7.088631427,,
Protein C #2,,,,1.261609644,,,1.186513794,0.362297956,,0.535775977,,0.112951594,,,0.203858717,1.165426283,0.724070604,1.294596235,2.666495818,17.66020936,21.83524364,24.94089852,22.78852177,4.459755746,4.409677784,4.19749898,2.558031705,2.15355253,2.560966466,,37.25363415,38.39705444,33.17758862,30.64570057,256.4691527,262.0898954,6.421243837,7.540901951,60.88320528,60.24845686,2.754419916,2.670396355,5.933134872,11.76358138,,,,,0.479171075,0.379377144,3.648551107,3.175319643,6.770692777,7.033665061,3.868235836,4.151777795,9.055283838,7.76342786,9.842893219,9.802799067,2.587056831,2.684225852,1.688917909,0.798720398,5.39436381,6.19887481,,,0.339071379,,,,145.0082243,168.5947271,35.23445045,31.21875374,43.95134564,37.86824428,142.0378441,148.5863436,37.38891522,35.75979255,50.00399599,39.9354974,104.9466902,97.38124691,57.73936628,53.64503519,4.434675788,4.465884632,16.11790687,15.24375994,5.336737277,6.177095211,,
Protein C #3,,,,0.899021346,0.303347158,,0.464179732,0.42790638,,,,0.102254645,,,,0.962779653,0.858193913,1.114763158,,19.15007475,22.16846138,23.00233477,24.60505263,4.365688307,4.399103795,4.673931095,2.025680147,2.997766316,,,42.72701582,44.62745792,35.63506661,33.1824967,290.6559979,286.83972,5.173656401,5.417255839,52.01874889,62.39705209,2.322475099,2.013009564,,,4.170274699,3.811680394,,,0.312936555,0.219242816,2.150629579,1.009965904,8.540712165,8.543021497,8.308537857,8.181917762,11.81352102,9.71789916,11.10331161,11.61063366,3.869289882,4.80941566,4.594177062,3.697491655,5.560967383,4.941331003,,,,,,,162.5334424,167.9019508,46.9442364,34.29326773,44.53681566,39.68775174,141.0642414,151.3577916,40.75670128,39.87617629,53.75607002,59.87170636,112.8533432,102.9116362,18.26764405,14.53910733,3.271351515,4.337067978,19.57303775,18.70911099,4.447164852,5.78229808,,
